t,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.004994903160040774,0.008256880733944955,0.9949031600407746,0.0,0.0,0.0
0.06999999983236194,-0.005810397553516819,0.005708460754332313,0.9940876656472987,0.0,0.0,0.0
0.13999999989755452,-0.005402650356778797,0.007747196738022426,0.9943934760448522,0.0,0.0,0.0
0.2099999999627471,-0.004791029561671763,0.005504587155963303,0.9934760448521917,0.0,0.0,0.0
0.2809999999590218,-0.005300713557594291,0.007849133537206931,0.9938837920489296,0.0,0.0,0.0
0.35099999979138374,-0.005300713557594291,0.006422018348623853,0.9943934760448522,0.0,0.0,0.0
0.4209999998565763,-0.004791029561671763,0.006829765545361876,0.9941896024464831,0.0,0.0,0.0
0.4909999999217689,-0.004587155963302752,0.006116207951070336,0.9941896024464831,0.0,0.0,0.0
0.5609999999869615,-0.006523955147808359,0.008460754332313965,0.9938837920489296,0.0,0.0,0.0
0.6309999998193234,-0.004892966360856269,0.005912334352701325,0.9940876656472987,0.0,0.0,0.0
0.700999999884516,-0.005810397553516819,0.007543323139653416,0.9936799184505606,0.0,0.0,0.0
0.7719999998807907,-0.005300713557594291,0.004892966360856269,0.9941896024464831,0.0,0.0,0.0
0.8419999997131526,-0.0050968399592252805,0.008766564729867482,0.9941896024464831,0.0,0.0,0.0
0.9119999997783452,-0.004994903160040774,0.006116207951070336,0.9943934760448522,0.0,0.0,0.0
0.9819999998435378,-0.006116207951070336,0.0076452599388379195,0.9949031600407746,0.0,0.0,0.0
1.0519999999087304,-0.004485219164118247,0.006218144750254842,0.9941896024464831,0.0,0.0,0.0
1.1219999997410923,-0.005810397553516819,0.00672782874617737,0.9941896024464831,0.0,0.0,0.0
1.1929999999701977,-0.004383282364933741,0.0076452599388379195,0.9941896024464831,0.0,0.0,0.0
1.2629999998025596,-0.007951070336391437,0.005912334352701325,0.9937818552497452,0.0,0.0,0.0
1.3329999998677522,-0.0029561671763506624,0.006422018348623853,0.9940876656472987,0.0,0.0,0.0
1.4029999999329448,-0.009276248725790009,0.007849133537206931,0.9936799184505606,0.0,0.0,0.0
1.4729999999981374,-0.001019367991845056,0.004689092762487258,0.9943934760448522,0.0,0.0,0.0
1.5429999998304993,-0.010499490316004077,0.007747196738022426,0.9938837920489296,0.0,0.0,0.0
1.613999999826774,-0.0031600407747196736,0.004994903160040774,0.9941896024464831,0.0,0.0,0.0
1.6839999998919666,-0.007339449541284404,0.007543323139653416,0.9935779816513761,0.0,0.0,0.0
1.7539999999571592,-0.004587155963302752,0.007033639143730887,0.9941896024464831,0.0,0.0,0.0
1.823999999789521,-0.005402650356778797,0.00672782874617737,0.9948012232415901,0.0,0.0,0.0
1.8939999998547137,-0.005300713557594291,0.0050968399592252805,0.9941896024464831,0.0,0.0,0.0
1.9639999999199063,-0.007033639143730887,0.008256880733944955,0.9940876656472987,0.0,0.0,-0.001
2.033999999752268,-0.004179408766564729,0.007747196738022426,0.9939857288481141,0.0,0.0,0.0
2.1049999999813735,-0.005912334352701325,0.005198776758409785,0.9940876656472987,0.0,0.0,0.0
2.175000000046566,-0.007033639143730887,0.007849133537206931,0.9941896024464831,0.0,0.001,0.0
2.244999999878928,-0.0024464831804281344,0.006422018348623853,0.9936799184505606,0.0,0.0,0.0
2.3149999999441206,-0.007033639143730887,0.007237512742099897,0.9938837920489296,0.0,0.0,0.0
2.3850000000093132,-0.006116207951070336,0.006523955147808359,0.9946992864424056,0.0,0.0,0.0
2.454999999841675,-0.006116207951070336,0.003975535168195718,0.9949031600407746,0.0,0.0,-0.001
2.52599999983795,-0.005300713557594291,0.009480122324159023,0.9943934760448522,0.0,0.0,-0.001
2.5959999999031425,-0.004281345565749235,0.00672782874617737,0.9938837920489296,0.0,0.0,0.0
2.665999999968335,-0.004791029561671763,0.007747196738022426,0.9941896024464831,0.0,0.0,0.0
2.735999999800697,-0.007033639143730887,0.006625891946992864,0.9938837920489296,0.0,0.0,0.0
2.8059999998658895,-0.004994903160040774,0.004383282364933741,0.9944954128440366,0.0,0.0,0.0
2.875999999931082,-0.004892966360856269,0.008154943934760447,0.9938837920489296,0.0,0.0,-0.001
2.946999999927357,-0.0050968399592252805,0.006320081549439347,0.9944954128440366,0.0,-0.001,0.0
3.0169999997597188,-0.004892966360856269,0.006116207951070336,0.9946992864424056,0.0,0.0,0.0
